task,group,metric,advice_type,batch,mean,std,min,max,n_seeds,seeds,common_horizon,report_interval,sd_shading
even-palindrome,comparison_structure,accuracy,none,200,0.49666666666666665,0.014043582955293944,0.48,0.52,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,400,0.5175,0.02015564437074639,0.49,0.54,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,600,0.48833333333333334,0.03287180487219338,0.45,0.535,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,800,0.5099999999999999,0.029439202887759502,0.465,0.55,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,1000,0.5099999999999999,0.05392896562454477,0.44,0.575,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,1200,0.5058333333333334,0.03877463374710615,0.45,0.56,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,1400,0.5358333333333334,0.02243818669639376,0.5,0.565,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,1600,0.525,0.017078251276599347,0.5,0.555,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,1800,0.5599999999999999,0.04163331998932264,0.52,0.625,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,2000,0.5833333333333334,0.024608038433722317,0.555,0.625,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,2200,0.5750000000000001,0.019790570145063163,0.555,0.605,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,2400,0.5933333333333334,0.03009245014211296,0.545,0.625,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,2600,0.5675,0.03837859646556484,0.495,0.605,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,2800,0.5716666666666667,0.017480147469502497,0.54,0.595,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,3000,0.5683333333333332,0.029533408577782236,0.505,0.59,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,3200,0.5716666666666667,0.027638539919628318,0.515,0.605,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,3400,0.5641666666666666,0.012720281268728085,0.54,0.575,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,3600,0.5641666666666666,0.02963903207296455,0.505,0.595,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,3800,0.5658333333333333,0.036448212881048374,0.525,0.61,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,4000,0.5850000000000001,0.03122498999199199,0.535,0.625,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,4200,0.5833333333333334,0.016749792701868167,0.565,0.615,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,4400,0.5791666666666666,0.031939613161227995,0.535,0.635,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,4600,0.6016666666666667,0.03880148908940939,0.545,0.67,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,4800,0.5683333333333334,0.017240134054647645,0.555,0.605,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,5000,0.5933333333333333,0.018181186857726208,0.57,0.62,6,"1000,1001,1002,1003,1004,1005",67800,200,True
even-palindrome,comparison_structure,accuracy,none,5200,0.615,0.035472994422987965,0.565,0.665,6,"1000,1001,1002,1003,1004,1005",67800,200,True
