task,metric,advice_type,batch,n_seeds,mean,std,lower_band,upper_band
copy,loss,zero,2900,3,0.43208206673463184,0.005811273500740257,0.4262707932338916,0.4378933402353721
copy,loss,zero,3000,3,0.4272657431165377,0.007585931400897333,0.4196798117156404,0.434851674517435
copy,loss,zero,3100,3,0.41891027669111885,0.007934195537472885,0.410976081153646,0.42684447222859173
copy,loss,zero,3200,3,0.42193570673465725,0.015172850268937527,0.40676285646571975,0.43710855700359474
copy,loss,zero,3300,3,0.41953159476319946,0.005297812924313321,0.41423378183888615,0.42482940768751276
copy,loss,zero,3400,3,0.4135269230604172,0.00947276958171421,0.404054153478703,0.42299969264213144
copy,loss,zero,3500,3,0.40720684419075653,0.001130366721264792,0.4060764774694917,0.40833721091202135
copy,loss,zero,3600,3,0.40496119553844134,0.007092280665546758,0.3978689148728946,0.4120534762039881
copy,loss,zero,3700,3,0.3990193567673366,0.008410858479524268,0.3906084982878123,0.40743021524686085
copy,loss,zero,3800,3,0.3912789591650168,0.0038870529613570255,0.38739190620365976,0.39516601212637387
copy,loss,zero,3900,3,0.3930999272565047,0.00459525844925847,0.38850466880724627,0.3976951857057632
copy,loss,zero,4000,3,0.3913690451284249,0.004357280095141711,0.3870117650332832,0.3957263252235666
copy,loss,zero,4100,3,0.3868423700829347,0.003617595197293826,0.3832247748856409,0.3904599652802285
copy,loss,zero,4200,3,0.3810378961761793,0.004107820645171642,0.37693007553100766,0.3851457168213509
copy,loss,zero,4300,3,0.3803799151877562,0.007735892667902044,0.3726440225198542,0.38811580785565825
copy,loss,zero,4400,3,0.37588050593932465,0.007015985286097048,0.3688645206532276,0.3828964912254217
copy,loss,zero,4500,3,0.37026733820637064,0.006682532485638192,0.36358480572073243,0.37694987069200886
copy,loss,zero,4600,3,0.37099741235375405,0.005141854781842858,0.3658555575719112,0.3761392671355969
copy,loss,zero,4700,3,0.36591421902179716,0.00975591844345006,0.3561583005783471,0.37567013746524724
copy,loss,zero,4800,3,0.35913289492328965,0.010813303971882066,0.3483195909514076,0.3699461988951717
copy,loss,zero,4900,3,0.3590139635900656,0.01314790706769864,0.34586605652236696,0.37216187065776424
copy,loss,zero,5000,3,0.354426784714063,0.009542127547237555,0.3448846571668255,0.36396891226130057
