task,group,metric,advice_type,batch,mean,std,min,max,n_seeds,seeds,common_horizon,report_interval,sd_shading
copy,controls,ber,none,200,0.466559209736685,0.007676029445078659,0.4559620444476604,0.47810421079397203,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,400,0.4301793726782004,0.008730595282253008,0.41820343740284444,0.44062718875706197,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,600,0.42210421980669105,0.005023801918152079,0.4149788998067379,0.43061224721372127,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,800,0.41191905036568643,0.0037898138071678594,0.4066390983760357,0.41673181049525737,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,1000,0.4038307055458426,0.006788368600012127,0.39544595159590246,0.4145573718100786,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,1200,0.39885957978665826,0.005105666466887608,0.39001886546611786,0.40589755825698376,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,1400,0.3940314796318611,0.006259982190335552,0.38114279791712763,0.39912218548357487,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,1600,0.393467308456699,0.005940228198260969,0.38599803306162356,0.4050555769354105,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,1800,0.39080637493481235,0.004833468513481427,0.38394966498017313,0.3964042539894581,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,2000,0.38821454158673685,0.006319556191245857,0.38112062446773054,0.3973420112580061,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,2200,0.3865040653385221,0.006863700852910752,0.37413074806332586,0.3937032069265842,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,2400,0.37833602517843246,0.007032868513148002,0.36835460908710954,0.3872729293256998,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,2600,0.37744115402301154,0.008626938006885321,0.3633319942653179,0.3861579284071922,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,2800,0.372260985194395,0.015011130274707936,0.33917518720030787,0.38362130500376224,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,3000,0.3611087759708365,0.029346478347638302,0.2977119631320238,0.3866902694106102,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,3200,0.3472185111542543,0.05993905649534724,0.2151543205603957,0.39055704839527605,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,3400,0.33072810858798524,0.08999665294517802,0.12953999197110533,0.3736804736405611,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,3600,0.33163579338618243,0.08733266943760098,0.13706160501111297,0.38250361144542694,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,3800,0.3091490108706057,0.11528021279155364,0.05171356629580259,0.37136459454894066,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,4000,0.30812044819157264,0.11704865968153055,0.04685563962673769,0.3681803335994482,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,4200,0.2996284652427615,0.12681719514886325,0.016316867612767964,0.3634894068539143,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,4400,0.29572857697261495,0.1273022946260558,0.011470469278283418,0.36333781652152536,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,4600,0.2969013733230531,0.12778078092193199,0.011374204494059086,0.36157686047255994,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,4800,0.2886926422136215,0.11906046891259504,0.02351958244573325,0.3538897079229355,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,5000,0.28551086898466266,0.09170979742964233,0.0906831789878197,0.3554847950488329,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,5200,0.267466167298068,0.10283330862094596,0.055849975196179,0.3550235664099455,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,5400,0.257798405434393,0.08916315251756368,0.1495749779883772,0.3495232386887073,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,5600,0.22081941174808886,0.12442017194421666,0.0616718874592334,0.3557869157195091,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,5800,0.21033354599339268,0.1433830945504381,0.008785739068407565,0.3399749484099448,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,6000,0.24256383156403902,0.15824054170342555,0.001796875,0.41407661320641637,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,6200,0.24096220050977227,0.14545745829937826,0.006654611048288643,0.39913654573261736,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,6400,0.2521402284770738,0.06114297098602105,0.1702510278392583,0.3347982345893979,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,6600,0.19471197930785514,0.143347885264337,0.023801055392250418,0.3468440964072943,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,6800,0.14467175708268767,0.1420239207934373,0.001875,0.3242500543966889,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,7000,0.13931040277277743,0.13440113848152424,0.0,0.31766698841005564,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,7200,0.12227570739923976,0.1381319562596916,0.002890625,0.32221949733793737,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,7400,0.13271652772285356,0.13152603902864574,0.004239583343733102,0.3268253188021481,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,7600,0.11862994413240813,0.14049206197872,0.0,0.32389307765290143,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,7800,0.10798339848329001,0.1349106407169297,0.0,0.309666783567518,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,8000,0.09799013823581239,0.12816695401821518,0.0,0.30713402934372425,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,8200,0.09507364956933695,0.12037161456990186,0.0,0.3088002340309322,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,8400,0.08408646972539524,0.12291829759031594,0.0,0.3178849423862994,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,8600,0.07354152735827181,0.11327747967224726,0.0,0.3021268816664815,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,8800,0.06430135259210752,0.10758687853267089,0.0,0.2935545140504837,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,9000,0.06128109841258266,0.10533891696591122,0.0,0.2922470230609179,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,9200,0.1178052494985362,0.13013152104469008,0.0,0.3108706959709525,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,9400,0.20623691475484518,0.19604815545750506,0.0,0.45906547755002974,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,9600,0.20203074644552543,0.18744079856167933,0.0,0.4582032386958599,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,9800,0.1927563486085273,0.16528229804843225,0.027153715938329697,0.4450728489458561,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,10000,0.1663996376194215,0.15304765066958248,0.0019117647409439087,0.4346272850036621,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,10200,0.06354322371305897,0.10222951556909213,0.0,0.2899462725780904,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,10400,0.05423425189025389,0.10525415875022405,0.0,0.2890946575440466,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,10600,0.10080306847036506,0.10647010468166192,0.0,0.27274932727217677,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,10800,0.1224531142312723,0.16971896992300192,0.0,0.4352807527035475,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,11000,0.10870762848722128,0.148239227313818,0.0,0.36784467175602914,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,11200,0.09315770229285893,0.13489289603219107,0.0,0.33904109738767146,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,11400,0.08010959362494759,0.1190162853248605,0.0,0.3159854398295283,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,11600,0.07751533158317518,0.13414106150507538,0.0,0.36738316047936675,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,11800,0.06527707581524737,0.11627956161098199,0.0,0.3197646200284362,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,12000,0.07779674520056384,0.10769164442242861,0.0,0.308971468321979,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,12200,0.12409593699771602,0.1757685425934812,0.0,0.4790500582754612,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,12400,0.09097281162627041,0.13385556394349743,0.0,0.35788181906100364,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,12600,0.05551273103958617,0.08597318424953183,0.0,0.23607798027340324,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,12800,0.0824028579739388,0.14525478049135088,0.0,0.4040479795075953,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,13000,0.053187088088986166,0.10557359103898332,0.0,0.28850753996986894,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,13200,0.0055263767814418925,0.004192186369531636,0.0,0.013372147746849805,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,13400,0.01150711633847095,0.01892103251429058,0.0,0.0528614090080373,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,13600,0.00035515149046356484,0.0006006860605224746,0.0,0.0016599928308278322,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,13800,0.007176241134681429,0.010891989636286133,0.0,0.03082024395465851,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,14000,0.011017295891651882,0.02135657774151514,0.0,0.058595551825128496,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,14200,0.00958645123251093,0.017719247041880336,0.0,0.04910152685362846,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,controls,ber,none,14400,0.0018472232021546613,0.004098577937507265,0.0,0.011011852284427732,6,"1000,1001,1002,1003,1004,1005",20000,200,True
